
 displacements (vx,vy,vz) for set NALL and time  0.1000000E+01

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  0.000000E+00  0.000000E+00  0.000000E+00
         3  0.000000E+00  0.000000E+00  0.000000E+00
         4  0.000000E+00  0.000000E+00  0.000000E+00
         5 -4.087404E-02  8.768820E+01  8.180549E+00
         6  4.087404E-02  8.768820E+01  8.180549E+00
         7 -4.087404E-02  8.768820E+01 -8.180549E+00
         8  4.087404E-02  8.768820E+01 -8.180549E+00
         9  0.000000E+00  0.000000E+00  0.000000E+00
        10  0.000000E+00  0.000000E+00  0.000000E+00
        11  0.000000E+00  0.000000E+00  0.000000E+00
        12  0.000000E+00  0.000000E+00  0.000000E+00
        13  0.000000E+00  0.000000E+00  0.000000E+00
        14  0.000000E+00  0.000000E+00  0.000000E+00
        15  0.000000E+00  0.000000E+00  0.000000E+00
        16  0.000000E+00  0.000000E+00  0.000000E+00
        17  0.000000E+00  0.000000E+00  0.000000E+00
        18  0.000000E+00  0.000000E+00  0.000000E+00
        19  0.000000E+00  0.000000E+00  0.000000E+00
        20  0.000000E+00  0.000000E+00  0.000000E+00
        21 -1.867493E-02  8.760204E+01  8.172754E+00
        22  2.489876E-11  8.759457E+01  8.155627E+00
        23  1.867493E-02  8.760204E+01  8.172754E+00
        24  1.058203E-04  8.762113E+01  4.063520E+00
        25  2.805933E-11  8.757620E+01 -2.343903E-12
        26 -1.058203E-04  8.762113E+01 -4.063520E+00
        27 -1.867493E-02  8.760204E+01 -8.172754E+00
        28  3.133818E-11  8.759457E+01 -8.155627E+00
        29  1.867493E-02  8.760204E+01 -8.172754E+00
        30  1.058203E-04  8.762113E+01 -4.063520E+00
        31  2.812425E-11  8.757620E+01  2.559694E-12
        32 -1.058203E-04  8.762113E+01  4.063520E+00
        33 -3.087054E-01  5.379759E-01  9.258947E-01
        34 -2.250388E-01  1.919815E+00  1.854545E+00
        35 -2.541806E-01  4.320069E+00  2.726438E+00
        36 -2.243458E-01  7.483137E+00  3.532478E+00
        37 -2.132615E-01  1.146897E+01  4.267077E+00
        38 -1.909249E-01  1.612759E+01  4.943101E+00
        39 -1.738930E-01  2.144801E+01  5.553199E+00
        40 -1.537638E-01  2.733636E+01  6.100749E+00
        41 -1.352299E-01  3.374360E+01  6.581783E+00
        42 -1.164373E-01  4.059991E+01  7.000115E+00
        43 -9.534612E-02  4.784052E+01  7.353449E+00
        44 -7.642178E-02  5.541246E+01  7.644605E+00
        45 -5.959481E-02  6.321621E+01  7.866425E+00
        46 -4.886196E-02  7.124065E+01  8.027329E+00
        47 -3.801963E-03  7.938210E+01  8.126471E+00
        48  3.801963E-03  7.938210E+01  8.126471E+00
        49  4.886196E-02  7.124065E+01  8.027329E+00
        50  5.959481E-02  6.321621E+01  7.866425E+00
        51  7.642178E-02  5.541246E+01  7.644605E+00
        52  9.534612E-02  4.784052E+01  7.353449E+00
        53  1.164373E-01  4.059991E+01  7.000115E+00
        54  1.352299E-01  3.374360E+01  6.581783E+00
        55  1.537638E-01  2.733636E+01  6.100749E+00
        56  1.738930E-01  2.144801E+01  5.553199E+00
        57  1.909249E-01  1.612759E+01  4.943101E+00
        58  2.132615E-01  1.146897E+01  4.267077E+00
        59  2.243458E-01  7.483137E+00  3.532478E+00
        60  2.541806E-01  4.320069E+00  2.726438E+00
        61  2.250388E-01  1.919815E+00  1.854545E+00
        62  3.087054E-01  5.379759E-01  9.258947E-01
        63  3.087054E-01  5.379759E-01 -9.258947E-01
        64  2.250388E-01  1.919815E+00 -1.854545E+00
        65  2.541806E-01  4.320069E+00 -2.726438E+00
        66  2.243458E-01  7.483137E+00 -3.532478E+00
        67  2.132615E-01  1.146897E+01 -4.267077E+00
        68  1.909249E-01  1.612759E+01 -4.943101E+00
        69  1.738930E-01  2.144801E+01 -5.553199E+00
        70  1.537638E-01  2.733636E+01 -6.100749E+00
        71  1.352299E-01  3.374360E+01 -6.581783E+00
        72  1.164373E-01  4.059991E+01 -7.000115E+00
        73  9.534613E-02  4.784052E+01 -7.353449E+00
        74  7.642178E-02  5.541246E+01 -7.644605E+00
        75  5.959481E-02  6.321621E+01 -7.866425E+00
        76  4.886196E-02  7.124065E+01 -8.027329E+00
        77  3.801963E-03  7.938210E+01 -8.126471E+00
        78 -3.087054E-01  5.379759E-01 -9.258947E-01
        79 -2.250388E-01  1.919815E+00 -1.854545E+00
        80 -2.541806E-01  4.320069E+00 -2.726438E+00
        81 -2.243458E-01  7.483137E+00 -3.532478E+00
        82 -2.132615E-01  1.146897E+01 -4.267077E+00
        83 -1.909249E-01  1.612759E+01 -4.943101E+00
        84 -1.738930E-01  2.144801E+01 -5.553199E+00
        85 -1.537638E-01  2.733636E+01 -6.100749E+00
        86 -1.352299E-01  3.374360E+01 -6.581783E+00
        87 -1.164373E-01  4.059991E+01 -7.000115E+00
        88 -9.534612E-02  4.784052E+01 -7.353449E+00
        89 -7.642178E-02  5.541246E+01 -7.644605E+00
        90 -5.959481E-02  6.321621E+01 -7.866425E+00
